,Seq1,Vec,SOX9_g1,SOX9_g2,SOX9_g3,SOX9_g4,SOX9_g5,SOX9_g6,PROM1_g1,PROM1_g2,PROM1_g3,PROM1_g4,PROM1_g5,PROM1_g6,KRT20_g1,KRT20_g2,KRT20_g3,KRT20_g4,KRT20_g5,KRT20_g6,LRIG1_g1,LRIG1_g2,LRIG1_g3,LRIG1_g4,LRIG1_g5,LRIG1_g6,CTRL0001_g1,CTRL0002_g2,CTRL0003_g3,CTRL0004_g4,CTRL0005_g5,CTRL0006_g6,CTRL0007_g7,CTRL0008_g8,CTRL0009_g9,CTRL0010_g10,ROSA26_g1,ROSA26_g2,ROSA26_g3,ROSA26_g4,ROSA26_g5,ROSA26_g6,ROSA26_g7,ROSA26_g8,ROSA26_g9,ROSA26_g10,CCR5_g1,CCR5_g2,CCR5_g3,CCR5_g4,CCR5_g5,CCR5_g6,CCR5_g7,CCR5_g8,CCR5_g9,CCR5_g10,AAVS1_g1,AAVS1_g2,AAVS1_g3,AAVS1_g4,AAVS1_g5,AAVS1_g6,AAVS1_g7,AAVS1_g8,AAVS1_g9,AAVS1_g10,EGFP_g1,EGFP_g2,EGFP_g3,EGFP_g4,EGFP_g5,EGFP_g6,mKate2_g1,mKate2_g2,mKate2_g3,mKate2_g4,mKate2_g5,mKate2_g6
20210204_MNSC507_SS8614_S7_R1_001_F7,0,142347,1513,1078,561,792,1714,2300,1356,2301,1461,2429,1243,3345,1508,1967,1287,713,2652,1158,1586,937,970,1886,2585,984,1215,1312,3766,684,1354,2599,1707,1417,1418,2236,4426,1887,2338,1515,1395,2175,1860,1266,553,1623,991,1644,822,774,1041,1198,2040,1201,873,1339,1795,1489,1155,745,1263,586,985,2194,629,775,2609,3477,1548,1750,2775,3547,1406,1680,1653,1321,1289,2274
20210204_MNSC507_SS8614_S7_R1_001_F8,0,122506,1537,1116,528,803,1684,2060,1317,1937,1253,1871,1194,2632,1260,1752,1161,651,2473,1069,1365,775,954,1591,2272,805,1024,1038,3457,621,1251,2150,1374,1312,1259,1891,4011,1703,1990,1399,1170,1895,1392,1029,475,1624,872,1384,720,649,965,1022,1901,1171,766,1176,1643,1264,985,582,1148,482,792,1868,530,615,2520,3153,1917,1640,2830,3080,1334,1643,1538,1126,1183,2038
20210204_MNSC507_SS8614_S7_R1_001_unknown,16,53224,859,660,308,448,837,1238,817,1239,915,1462,931,2028,867,1049,760,497,1470,624,999,604,641,1119,1697,576,749,822,2363,438,912,1596,999,825,769,1316,2956,1239,1422,1010,834,1365,1084,729,349,1040,632,1063,589,513,652,694,1357,864,512,785,1234,1011,740,446,806,348,635,1368,370,439,1004,1268,738,718,1114,1349,805,997,925,729,718,1251
20210204_MNSC508_SS8614_S8_R1_001_F1,0,124810,984,657,602,531,949,2247,1959,2835,1819,3053,1755,4402,488,469,510,198,673,377,2210,1138,1315,2337,3655,1273,1678,1714,5315,868,1842,3172,2060,1884,1798,2817,5974,2502,2969,2078,1767,2756,2126,1596,733,1927,1302,2205,1283,982,1453,1482,2966,1832,1144,1726,1927,1976,1360,890,1557,749,1137,2283,726,993,317,378,245,218,321,992,1161,1230,1157,1310,996,1806
20210204_MNSC508_SS8614_S8_R1_001_F2,287,123744,719,557,483,536,779,2154,1893,2889,1818,3037,1655,4147,565,625,516,283,821,428,2109,1176,1434,2329,3498,1318,1690,1627,5086,880,1758,3099,2036,1883,1784,2831,5686,2322,2835,2175,1774,2467,1843,1617,753,1727,1228,1941,1289,924,1427,1337,2926,1786,1015,1581,2000,1852,1283,791,1498,734,1125,2073,693,979,410,507,302,304,488,1051,1021,1246,1181,1290,951,1826
20210204_MNSC508_SS8614_S8_R1_001_F3,0,131056,628,457,368,402,654,1743,1394,2314,1528,2392,1319,3270,2273,3294,2765,1292,4293,1939,1533,907,1110,1938,2714,914,1291,1324,4111,723,1334,2477,1519,1485,1390,2355,4434,1790,2171,1652,1349,1848,1382,1182,623,1468,915,1533,942,687,1044,887,2180,1367,845,1200,1557,1441,983,721,1060,556,857,1597,484,751,3501,4778,2742,2439,4137,4277,896,1123,1081,1039,813,1662
20210204_MNSC508_SS8614_S8_R1_001_F4,0,99530,406,298,198,284,395,1107,987,1572,962,1765,902,2359,1809,2685,2089,993,3538,1521,1090,619,690,1357,2042,641,954,906,2754,489,1018,1863,1172,1065,1073,1698,3101,1351,1604,1112,1020,1260,943,830,443,1031,641,1097,690,453,747,621,1610,1003,605,879,1122,1048,690,473,803,419,593,1101,385,507,2829,3698,2261,1993,3159,3303,809,976,932,856,759,1400
20210204_MNSC508_SS8614_S8_R1_001_F5,0,161583,1516,701,624,494,795,2252,2151,3370,2284,3810,2018,5263,1952,2695,2211,1096,3415,1718,2604,1596,1747,3246,4622,1531,1957,1947,6255,1108,2047,3513,2391,2287,2032,3458,7220,3047,3594,2566,2079,3364,2302,1951,809,2598,1348,2467,1472,1138,1762,1700,3290,2036,1330,1854,2757,2434,1567,1058,1889,913,1493,2858,887,1170,2625,3401,1727,1814,3045,3477,121,141,140,978,317,312
20210204_MNSC508_SS8614_S8_R1_001_F6,1,147836,633,356,481,398,514,1880,1987,3103,2159,3506,2072,4791,1688,2373,2026,1050,3207,1425,2194,1281,1430,2942,4057,1351,1888,1841,5897,970,1938,3486,2137,2155,1925,3138,6979,2981,3341,2423,1925,2892,1937,1719,789,2562,1229,2273,1293,1002,1590,1452,3111,1971,1202,1679,2489,2285,1486,1048,1707,829,1255,2521,787,1105,2535,3150,1629,1725,2914,3307,104,169,153,909,228,300
20210204_MNSC508_SS8614_S8_R1_001_F7,0,161762,2476,2017,1083,1517,2530,2804,1528,2468,1525,2585,1486,3621,1466,2053,1724,865,2596,1255,1651,981,1195,2122,2999,1060,1515,1420,4551,713,1425,2518,1673,1668,1533,2535,5089,2176,2436,1871,1426,2116,1629,1310,601,1976,1068,1774,1045,784,1207,1095,2489,1530,1022,1307,1881,1759,1188,713,1339,613,970,1872,525,824,1960,2444,1042,1279,2274,2711,4815,6060,5465,3133,4534,8494
20210204_MNSC508_SS8614_S8_R1_001_F8,0,140115,1819,1439,855,1030,1865,2212,1413,2204,1323,2395,1402,3366,1276,1768,1444,663,2249,1061,1648,862,1042,1835,2608,994,1187,1190,3938,640,1312,2559,1424,1415,1312,2206,4405,1875,2157,1505,1396,1917,1530,1182,562,1873,964,1635,842,713,1053,1032,2164,1336,794,1324,1678,1555,1047,685,1235,528,893,1683,531,741,1672,2166,1270,1068,1888,2201,3855,5004,4436,2543,3617,6641
20210204_MNSC508_SS8614_S8_R1_001_unknown,11,30038,414,323,197,233,380,722,549,911,574,969,600,1361,519,651,543,274,833,393,599,360,428,857,1130,425,506,548,1614,300,567,989,638,606,562,920,1918,848,927,696,548,833,567,463,233,688,349,681,392,342,479,415,914,584,329,540,704,623,455,277,487,259,411,713,202,297,607,816,469,407,694,804,518,751,673,529,573,1080
20210204_MNSC509_SS8614_S9_R1_001_F1,0,176833,1187,908,752,786,1292,2987,2522,3955,2492,4092,2427,5774,1186,1547,1110,521,1690,892,3271,1716,1916,3499,5110,1927,2281,2310,7003,1209,2525,4502,2869,2461,2447,4080,7249,3009,3910,2937,2579,3653,2853,2329,1002,2680,1924,2799,1767,1253,1980,2055,4161,2488,1535,2233,2843,2385,2006,1190,2177,1007,1601,2994,987,1391,1185,1860,832,733,1194,2207,1321,1684,1419,1674,1250,2287
20210204_MNSC509_SS8614_S9_R1_001_F2,382,158771,1145,804,715,687,1232,2561,2086,3249,2055,3280,1749,4710,1663,2410,1850,943,2929,1329,2576,1307,1590,2700,4164,1450,1800,1662,5642,1030,2011,3722,2317,2123,2033,3334,6090,2523,3127,2194,2071,2885,2149,1888,796,2054,1451,2276,1408,1070,1614,1727,3360,2006,1141,2084,2223,2022,1643,977,1587,812,1319,2489,750,1109,2301,2960,1785,1486,2487,3057,1198,1360,1348,1366,987,1912
20210204_MNSC509_SS8614_S9_R1_001_F3,0,174701,863,715,542,630,949,2560,2203,3603,2178,3618,1828,5005,2029,2835,2064,1024,3697,1647,2617,1444,1749,3114,4396,1463,1903,1964,6076,1072,2325,4088,2671,2393,2334,3774,6710,2764,3321,2563,2199,2851,2015,1944,897,2237,1502,2319,1603,946,1683,1475,3346,2029,1279,1911,2365,2089,1532,1022,1779,890,1199,2389,842,1152,3139,3610,2214,1722,2991,3565,1499,2025,1855,1704,1421,2817
20210204_MNSC509_SS8614_S9_R1_001_F4,0,162556,745,578,438,544,809,2162,2077,3344,2078,3373,1821,4582,1792,2551,2030,1018,3319,1610,2277,1231,1657,2863,4123,1356,1895,1810,5669,1082,2077,3734,2350,2075,2237,3438,6206,2593,3117,2352,2081,2652,1867,1835,808,2257,1250,2067,1494,939,1560,1337,3196,1953,1213,1818,2108,2075,1403,946,1494,813,1036,2183,694,1022,2448,3495,1874,1757,2675,3298,1559,2059,1882,1771,1540,2909
20210204_MNSC509_SS8614_S9_R1_001_F5,0,214592,1699,857,926,710,1055,3105,2867,4615,3022,4916,2692,6904,2632,3771,2869,1375,4651,2187,3423,1910,2282,4204,5929,2079,2615,2621,8266,1422,2892,5184,3264,3019,2889,4675,9050,3838,4527,3383,2906,4200,2928,2589,1218,3397,1864,3090,2110,1471,2326,2235,4474,2737,1771,2659,3324,2896,2142,1303,2446,1060,1795,3473,979,1512,3672,4550,2392,2315,3953,4786,164,228,203,1188,378,399
20210204_MNSC509_SS8614_S9_R1_001_F6,0,197874,892,485,548,574,699,2658,2603,4204,2814,4593,2566,6325,2263,3230,2608,1249,4318,1869,3038,1679,1934,3747,5189,1944,2461,2440,7862,1368,2496,4680,2942,2742,2650,4209,8908,3731,4093,3059,2612,3962,2539,2359,1123,3441,1834,3103,1769,1360,2175,1924,4222,2606,1579,2386,3109,2834,2040,1261,2323,1082,1693,3245,987,1471,3402,4360,2369,2185,3597,4226,181,238,218,1218,302,421
20210204_MNSC509_SS8614_S9_R1_001_F7,0,199882,2726,2323,1474,1819,3115,4066,2023,3382,2000,3431,1939,4817,1911,2880,2167,1072,3498,1759,2354,1256,1564,2925,3993,1348,1874,1977,5934,927,2018,3664,2342,2346,2026,3347,6417,2695,3153,2469,1970,2624,1952,1839,815,2548,1441,2292,1397,1032,1551,1535,3231,1936,1159,1899,2388,2180,1536,987,1710,829,1281,2315,798,1236,2585,3186,1545,1748,2862,3488,5284,6527,5881,3409,4721,8752
20210204_MNSC509_SS8614_S9_R1_001_F8,0,191838,2400,1977,1042,1569,2719,3161,1783,3018,1983,2972,1652,4175,1868,2570,1948,928,3105,1519,2205,1188,1240,2651,3753,1314,1652,1718,5451,975,1863,3434,2241,2082,1974,2943,5942,2460,2982,2186,1873,2542,1843,1597,748,2583,1213,2126,1304,883,1477,1408,2872,1801,1180,1735,2117,1819,1378,880,1468,779,1143,2214,681,1068,2352,2848,1845,1457,2559,3090,5937,7707,6830,3825,5472,10027
20210204_MNSC509_SS8614_S9_R1_001_unknown,16,43495,569,403,293,329,582,1032,789,1331,824,1344,812,1889,636,1040,771,413,1222,529,996,512,629,1228,1671,576,765,786,2376,444,825,1529,970,869,875,1332,2720,1192,1257,974,862,1207,870,698,324,988,585,905,572,425,649,641,1282,803,481,740,1032,871,671,371,683,352,578,1024,307,436,845,1116,578,532,943,1147,765,993,971,735,742,1408
20210204_MNSC510_SS8614_S10_R1_001_F1,0,163438,1961,1614,1170,1242,2059,3910,2103,3442,2136,3614,2066,5015,619,659,596,299,879,482,2272,1362,1528,2757,4143,1525,2000,1990,6535,1036,2070,3622,2311,2237,2110,3334,7028,2938,3324,2517,2209,3274,2155,1843,822,2264,1556,2441,1479,1214,1749,1622,3757,2330,1353,1933,2473,2486,1787,1078,1881,919,1518,2738,822,1142,441,479,321,315,474,1113,3392,4159,3542,2668,2888,5670
20210204_MNSC510_SS8614_S10_R1_001_F2,313,168421,1276,673,642,613,903,2205,2062,3401,2389,3712,2208,5122,2170,2912,2443,1183,3900,1678,2554,1521,1792,3029,4550,1639,2061,1975,6114,1068,2097,3611,2425,2378,2087,3411,7265,3055,3571,2752,2128,3120,2169,1869,793,2042,1394,2550,1411,1066,1793,1688,3399,2102,1276,1868,2649,2344,1676,1097,1939,909,1442,2622,863,1195,3120,3945,2112,2078,3481,3912,470,604,557,1134,555,866
20210204_MNSC510_SS8614_S10_R1_001_F3,0,135969,1521,1359,753,948,1649,2330,1467,2210,1384,2215,1216,3074,1710,2504,2056,947,3100,1468,1523,847,1026,1798,2601,938,1229,1209,4006,600,1259,2364,1459,1421,1275,2125,4282,1752,2100,1614,1240,1786,1384,1157,537,1428,957,1504,916,621,1143,995,2195,1371,792,1331,1491,1431,1042,627,1168,593,843,1588,458,681,2408,3233,1828,1685,2856,3084,3023,3899,3494,2227,2765,5513
20210204_MNSC510_SS8614_S10_R1_001_F4,0,166255,2112,2047,1275,1440,2424,3905,1875,2973,1924,3293,1787,4509,1716,2510,2065,998,3025,1470,2089,1147,1521,2608,3624,1337,1758,1697,5623,957,1796,3218,1980,2018,1851,3022,6254,2719,2975,2255,1802,2634,1832,1697,782,2021,1346,2099,1254,975,1547,1316,3160,1977,1126,1583,2323,2135,1368,840,1580,836,1138,2273,706,1018,2205,2792,1652,1571,2626,3092,2791,3493,3057,2430,2666,5175
20210204_MNSC510_SS8614_S10_R1_001_F5,0,131702,1390,1076,949,748,1521,2702,1695,2596,1780,2903,1632,4047,797,1014,867,346,1288,693,2057,1178,1332,2438,3623,1174,1613,1535,5020,849,1692,2957,1893,1797,1730,2703,5593,2372,2799,1986,1638,2439,1758,1548,727,1979,1278,1846,1149,899,1455,1346,2794,1690,1008,1617,1995,1799,1342,776,1536,713,1094,2116,606,1003,898,949,566,593,903,1675,1847,2286,2119,1653,1794,3220
20210204_MNSC510_SS8614_S10_R1_001_F6,0,146824,1292,701,600,495,875,2248,1863,2874,2057,3255,1950,4539,1713,2277,2049,987,3189,1368,2096,1240,1423,2708,3797,1338,1870,1745,5627,873,1869,3232,2061,2038,1764,3032,6516,2756,3021,2419,1898,3180,1933,1690,727,2461,1308,2283,1237,969,1648,1472,2943,1864,1195,1679,2374,2101,1522,894,1687,820,1175,2428,706,1082,2553,3143,1696,1622,2695,3148,272,311,321,986,414,479
20210204_MNSC510_SS8614_S10_R1_001_F7,0,148305,1877,1511,843,1181,1978,2587,1467,2376,1606,2543,1487,3517,1581,2041,1785,818,2777,1277,1736,977,1089,2123,2824,1090,1409,1345,4510,723,1425,2526,1753,1552,1445,2404,5049,2119,2322,1815,1500,2160,1474,1320,570,1986,944,1716,1026,795,1237,1109,2309,1403,957,1309,1762,1690,1172,706,1209,679,898,1766,501,772,2002,2652,1118,1374,2412,2707,4053,5492,5012,2881,3872,7351
20210204_MNSC510_SS8614_S10_R1_001_F8,0,174550,3434,3048,1571,2053,3751,3888,1637,2619,1653,2728,1629,3819,1581,2393,1920,866,3001,1350,1860,1074,1207,2359,3129,1179,1628,1471,4881,760,1616,2631,1810,1752,1678,2650,5471,2329,2613,1927,1609,2242,1627,1291,633,2272,1074,1902,1112,915,1356,1191,2729,1698,995,1478,1961,1835,1147,792,1403,668,1046,1978,566,953,2250,2955,1619,1611,2628,3093,5321,6418,6053,3347,4844,8913
20210204_MNSC510_SS8614_S10_R1_001_unknown,12,33956,609,605,325,393,680,1010,617,953,638,1083,630,1484,549,730,614,330,921,410,725,372,465,974,1275,429,583,614,1839,302,641,1108,745,647,590,1029,2118,955,950,770,611,924,643,534,211,742,428,710,435,330,495,501,979,626,370,557,745,687,525,319,529,276,419,827,252,328,597,778,488,376,682,855,903,1253,1163,713,944,1725
20210204_MNSC511_SS8614_S11_R1_001_F1,0,168960,1639,1260,756,812,1775,2571,2054,3685,1765,3194,1501,4509,1492,2166,1703,865,3277,1249,2415,1231,1411,2833,4137,1123,2248,1956,6539,1170,2350,3882,2775,2363,2383,3717,5686,2606,2830,2298,1859,3243,2754,2182,797,1983,1436,2804,1571,963,1598,1719,3227,1884,1337,2174,2182,2282,1564,1061,1789,643,1306,2714,782,1193,2186,3119,1796,1490,2524,3123,1758,2176,1996,1653,1203,3012
20210204_MNSC511_SS8614_S11_R1_001_F2,303,139195,1440,1066,773,689,1587,2331,1780,2919,1567,2674,1346,3862,1332,1860,1349,752,2661,1044,2115,1072,1209,2009,3350,1042,1697,1462,4975,910,1814,3366,1897,1882,1791,2985,4689,2119,2299,1867,1593,2559,2347,1552,616,1562,1197,2300,1298,848,1254,1570,2644,1593,1065,1642,1962,1764,1486,814,1542,598,1191,2283,669,927,2225,2572,1571,1430,2277,2706,1319,1267,1335,1170,876,1882
20210204_MNSC511_SS8614_S11_R1_001_F3,0,182768,1603,1125,1155,806,1697,3098,2391,3725,2343,3891,2176,5537,2132,2918,2127,1007,3482,1731,2788,1544,1596,3008,4675,1720,2105,1948,6159,1052,2175,4183,2507,2369,2265,3642,6891,2842,3622,2798,2256,3433,2985,2039,917,2251,1552,2690,1627,1210,1641,2208,3485,2078,1426,2200,2578,2229,1891,1186,1942,907,1472,3025,972,1230,2652,3331,2002,1913,2844,3321,1495,1833,1548,1626,1318,2499
20210204_MNSC511_SS8614_S11_R1_001_F4,1,191891,1647,1269,1210,847,1747,3488,2472,3727,2383,3929,2348,5650,2186,3014,2246,1182,3741,1831,2843,1647,1691,3185,4916,1768,2123,2078,6376,1006,2249,4464,2577,2327,2409,3767,7174,3023,3934,2719,2381,3516,3016,2049,908,2486,1646,2927,1746,1293,1698,2251,3656,2250,1398,2248,2733,2437,2110,1193,2051,890,1566,3266,942,1411,2879,3588,2160,1962,3074,3610,1567,1880,1793,1725,1461,2659
20210204_MNSC511_SS8614_S11_R1_001_F5,0,166201,1469,1125,987,854,1625,2964,2095,3230,2135,3486,1994,4956,1968,2543,1911,952,3374,1670,2461,1446,1338,2913,4141,1459,1793,1770,5377,1005,1936,3793,2309,2088,2028,3300,6039,2369,3433,2396,2023,2963,2764,1670,891,2212,1475,2469,1455,1107,1414,1731,3207,1887,1214,1945,2406,2171,1684,1072,1648,826,1372,2729,847,1124,2508,3109,1553,1655,2631,3135,1518,1797,1633,1579,1433,2486
20210204_MNSC511_SS8614_S11_R1_001_F6,0,120554,1362,1012,578,616,1407,2370,1527,2368,1466,2470,1344,3487,1158,1430,1057,585,2209,936,1704,1035,933,1872,2913,1153,1370,1341,3904,685,1425,2763,1727,1518,1480,2364,4784,2032,2463,1642,1478,2270,1909,1370,555,1836,1039,1726,977,816,1030,1270,2197,1323,934,1457,1887,1547,1278,820,1285,605,1057,2316,598,849,1628,2047,1209,1118,1741,2057,1060,1378,1146,1163,881,1733
20210204_MNSC511_SS8614_S11_R1_001_F7,0,158713,1841,1323,719,847,1922,3184,1943,3287,1949,3350,1795,4557,1648,1902,1388,775,2879,1226,2291,1377,1271,2525,3913,1421,1810,1685,5331,967,1947,3611,2162,2014,1952,3198,6209,2500,3296,2271,1935,2948,2565,1771,820,2369,1365,2270,1392,1082,1363,1701,2867,1738,1226,1862,2566,2005,1761,1090,1730,725,1470,3111,860,1059,2262,2576,1284,1453,2317,2777,1477,1694,1548,1508,1341,2329
20210204_MNSC511_SS8614_S11_R1_001_F8,0,22539,1,1,0,0,3,8,3,1,4,4,1,4,2,1,1,0,5,0,4,2,0,1,2,3,0,1,2,3,0,1,2,1,1,1,5,2,2,0,3,0,2,0,0,2,0,1,6,1,2,1,2,2,4,0,0,0,3,1,1,1,0,3,2,2,6,0,0,2,0,3,6,0,4,1,0,3
20210204_MNSC511_SS8614_S11_R1_001_unknown,18,38195,561,422,313,275,548,914,645,1074,631,1056,609,1532,552,743,560,329,1028,453,765,446,417,865,1485,444,668,626,1880,313,669,1226,801,714,680,1073,2033,903,1002,781,680,974,846,581,256,800,471,818,504,385,492,588,1037,633,394,679,780,693,573,353,580,257,477,910,271,320,720,877,457,466,775,955,525,642,551,470,474,849
20210204_MNSC512_SS8614_S12_R1_001_F1,0,69691,114,112,128,68,113,200,120,123,110,142,107,280,115,145,83,65,231,57,125,69,63,127,185,97,84,88,185,86,75,147,163,147,153,150,310,126,147,104,99,171,141,82,64,122,139,118,175,81,74,114,267,203,64,135,176,102,115,78,82,64,120,139,81,50,134,140,77,139,135,137,156,87,103,119,101,230
20210204_MNSC512_SS8614_S12_R1_001_F2,1414,547171,6485,6041,6999,3835,6692,11122,7878,8016,6700,8982,6453,15377,6768,7500,4698,3269,12712,3942,7981,4292,3602,7716,10701,5583,4759,5098,12313,5620,4275,8262,8702,7674,7836,10232,18108,7747,7968,6292,5568,7423,7684,6004,3708,5664,7606,7380,9465,4793,3625,6759,15016,11041,4313,6471,9546,6516,5572,4808,4396,3543,6685,8430,5165,2808,6399,8018,4535,8708,7980,8602,9235,4274,6888,6901,6143,14414
20210204_MNSC512_SS8614_S12_R1_001_F3,0,475539,5488,5628,6207,3597,5928,9813,6619,6981,5754,7831,5759,13299,5992,6465,4142,3071,11470,3709,6912,3738,2874,6835,9514,4937,4427,4349,10969,5029,3773,6899,7370,6733,6827,8609,16276,7370,6858,5511,4745,6763,6568,5173,3346,5206,6541,6916,7931,4400,3437,6103,13051,9559,3815,5789,8740,5852,4962,4034,3828,3171,5987,7559,4425,2535,5626,7165,3868,7596,7294,7174,7914,3882,5996,5963,5457,12404
20210204_MNSC512_SS8614_S12_R1_001_F4,0,512815,6178,5935,6582,3738,6637,10512,6773,7518,6568,8505,6313,14387,6576,6788,4601,3451,12260,4067,6994,4080,3051,7709,10221,5296,4392,4842,11684,5385,4072,7545,8117,7377,7397,9539,18023,7969,7357,5983,5086,7134,7220,5564,3567,5813,6831,7048,8836,4588,3690,6531,13161,9558,4248,6028,9517,6465,5417,4409,4208,3360,6414,8103,4879,2651,6234,7645,4441,8481,7788,8139,8852,4302,6396,6416,6005,13302
20210204_MNSC512_SS8614_S12_R1_001_F5,0,604386,7000,6732,7393,4089,7452,12096,8937,8798,7476,9960,7097,16992,7427,8467,4949,3630,14329,4770,8751,4812,3766,8916,11875,6266,5192,5542,13629,6471,4906,9359,9812,8750,8826,11148,19338,8228,8629,6870,6261,8051,8760,6903,4212,7264,8370,8018,10777,5199,3885,7686,16327,11947,4684,7495,10459,7019,6164,5281,4698,3880,7141,9362,5857,3243,6978,8450,4429,9524,8435,9202,10473,4939,7642,7551,6882,15995
20210204_MNSC512_SS8614_S12_R1_001_F6,0,564599,6337,6583,6885,4098,6726,11339,8182,8172,6989,9348,6737,15829,7222,7662,4778,3782,13994,4431,8223,4368,3344,8345,10940,5990,5041,5027,12827,5832,4508,8636,8785,7857,7932,10135,19205,8635,8373,6382,5575,8230,7774,6066,3804,7228,7686,7951,9422,5070,3908,7279,15763,11563,4349,7058,10418,7013,5879,4598,4463,3757,7014,8973,5031,2993,6973,8382,4168,8729,8516,8371,9376,4567,7224,7028,6522,14427
20210204_MNSC512_SS8614_S12_R1_001_F7,1,573877,6589,6447,7236,4064,7092,12037,8209,8197,7042,9298,6885,15899,7436,7837,4900,3658,13905,4619,8138,4578,3606,8423,11370,6346,5028,5364,13083,6076,4504,8799,9075,7953,8374,10619,19218,8338,8356,6500,5602,8384,8235,6316,4087,7585,8322,7727,10057,4970,3896,7139,15505,11148,4477,7189,10259,6811,6075,4874,4676,3809,7062,8880,5336,2999,6971,8281,3718,9328,8445,8976,9801,4668,7332,7231,6508,14783
20210204_MNSC512_SS8614_S12_R1_001_F8,0,140588,571,511,555,309,580,1126,872,817,632,885,545,1568,667,861,356,295,1367,407,905,453,313,742,1118,611,391,487,1217,603,470,916,947,777,763,974,1504,644,804,561,572,807,859,621,408,724,940,641,1104,485,335,713,1661,1198,392,858,837,573,551,484,439,329,625,785,492,312,659,809,423,839,671,799,992,451,758,687,611,1431
20210204_MNSC512_SS8614_S12_R1_001_unknown,55,104767,1848,1811,1905,1089,1864,3037,2111,2174,1852,2425,1954,4162,1895,2109,1271,1084,3800,1151,2191,1119,909,2275,3111,1659,1383,1501,3512,1556,1215,2208,2443,2114,2232,2760,5437,2352,2210,1781,1490,2296,2245,1592,993,1854,1987,2114,2687,1433,1057,1980,4021,2990,1277,1899,2803,1967,1668,1268,1250,1092,1961,2501,1453,770,1740,2072,1088,2331,2040,2183,2590,1309,2030,1915,1871,4145
