,Seq1,Vec,SOX9_g1,SOX9_g2,SOX9_g3,SOX9_g4,SOX9_g5,SOX9_g6,PROM1_g1,PROM1_g2,PROM1_g3,PROM1_g4,PROM1_g5,PROM1_g6,KRT20_g1,KRT20_g2,KRT20_g3,KRT20_g4,KRT20_g5,KRT20_g6,LRIG1_g1,LRIG1_g2,LRIG1_g3,LRIG1_g4,LRIG1_g5,LRIG1_g6,CTRL0001_g1,CTRL0002_g2,CTRL0003_g3,CTRL0004_g4,CTRL0005_g5,CTRL0006_g6,CTRL0007_g7,CTRL0008_g8,CTRL0009_g9,CTRL0010_g10,ROSA26_g1,ROSA26_g2,ROSA26_g3,ROSA26_g4,ROSA26_g5,ROSA26_g6,ROSA26_g7,ROSA26_g8,ROSA26_g9,ROSA26_g10,CCR5_g1,CCR5_g2,CCR5_g3,CCR5_g4,CCR5_g5,CCR5_g6,CCR5_g7,CCR5_g8,CCR5_g9,CCR5_g10,AAVS1_g1,AAVS1_g2,AAVS1_g3,AAVS1_g4,AAVS1_g5,AAVS1_g6,AAVS1_g7,AAVS1_g8,AAVS1_g9,AAVS1_g10,EGFP_g1,EGFP_g2,EGFP_g3,EGFP_g4,EGFP_g5,EGFP_g6,mKate2_g1,mKate2_g2,mKate2_g3,mKate2_g4,mKate2_g5,mKate2_g6
20210204_MNSC501_SS8614_S1_R1_001_F1,0,325644,2584,1842,978,1021,1632,3010,4279,7359,3601,6507,3110,2526,2740,4486,3663,1929,6626,2451,4912,3096,3222,6485,8711,2629,4325,4005,14319,2387,4944,7337,5320,5022,4880,7395,7128,6443,5522,4703,3589,6375,5098,3913,1528,4371,2952,5402,2782,1876,3893,3151,2681,3981,2679,3713,4600,4968,3043,1839,3749,1346,2905,5107,1528,2504,994,1542,988,856,1239,3154,0,4184,4066,1693,0,0
20210204_MNSC501_SS8614_S1_R1_001_F2,452,300673,1103,807,448,517,1038,1419,1098,1674,1147,1999,1015,739,940,1352,940,490,1699,837,1192,769,874,1479,2381,830,989,982,3035,523,1067,2206,1312,1177,1039,1680,2057,1520,1779,1203,1053,1547,1380,1015,421,1009,734,1455,731,519,818,997,624,953,677,934,1457,1209,996,572,977,416,720,1818,497,619,1513,2116,1186,962,1878,2059,0,710,688,267,0,0
20210204_MNSC501_SS8614_S1_R1_001_F3,0,227475,3824,3933,992,1965,4347,2781,1853,3668,1507,2906,1334,1031,1305,2228,1651,839,3301,1216,2301,1096,1631,2743,3841,1007,2102,2189,6358,1164,2333,3441,2604,2415,2305,3883,2838,2685,2306,2076,1647,2792,2183,1819,682,1799,1257,2546,1433,861,1794,1161,1307,1822,1141,1835,1854,2161,1308,894,1625,622,1231,2301,629,1057,9716,14894,8163,5848,12674,10361,0,2226,1931,846,0,0
20210204_MNSC501_SS8614_S1_R1_001_F4,0,200291,3751,3688,1186,2019,4570,3491,1685,3155,1383,2481,1240,945,1223,2032,1641,865,2933,1246,2004,967,1474,2365,3316,940,1768,1823,5591,1002,1937,2922,2237,2198,2119,3133,2552,2647,2022,1781,1486,2522,2124,1730,609,1699,1163,2286,1278,695,1630,1143,1115,1689,990,1513,1923,2086,1199,841,1579,577,1182,2221,571,986,7871,11792,6660,5266,9960,10117,0,1948,1612,722,0,0
20210204_MNSC501_SS8614_S1_R1_001_F5,0,110474,549,163,250,148,413,567,922,2018,747,1609,484,697,538,1067,781,545,1572,559,1120,680,739,1542,1893,580,1170,888,2937,422,985,1949,1269,1297,1351,1865,1415,903,1123,987,750,1265,1087,867,485,983,571,1105,921,391,709,681,559,708,583,869,732,1121,744,355,688,256,600,1193,368,561,150,263,182,179,192,577,0,988,903,453,0,0
20210204_MNSC501_SS8614_S1_R1_001_F6,0,161037,1280,1243,367,544,1531,1243,926,1744,836,1409,675,549,606,1166,884,426,1291,547,1262,651,708,1259,1878,611,947,788,2781,699,1070,1783,1278,1169,879,1652,1391,1208,1230,949,1040,1526,1019,796,431,971,615,1256,635,346,759,618,703,993,543,615,960,1075,804,408,887,300,545,1029,281,442,2959,3972,2013,1506,3550,2940,0,991,820,344,0,0
20210204_MNSC501_SS8614_S1_R1_001_F7,0,109133,963,1136,334,538,1195,881,595,1177,446,900,422,221,427,694,529,282,961,392,617,420,330,785,1053,272,611,621,1767,258,752,1393,779,949,699,1299,745,704,569,574,430,624,801,577,233,604,376,491,452,280,495,333,358,569,358,615,475,738,431,315,408,265,359,594,250,427,2484,4389,1765,1774,3488,2805,0,755,673,178,0,0
20210204_MNSC501_SS8614_S1_R1_001_F8,0,124546,1147,1035,369,510,1207,1230,504,1178,441,782,475,431,343,702,625,213,797,381,533,278,344,636,1005,304,470,553,1708,322,696,1041,830,687,739,804,822,715,787,485,433,905,558,449,286,607,356,661,429,354,514,352,266,563,280,479,630,547,516,248,433,192,304,629,150,411,1979,3105,1785,1402,2698,2870,0,584,409,255,0,0
20210204_MNSC501_SS8614_S1_R1_001_unknown,3,7884,654,578,236,292,649,603,496,882,390,747,370,289,348,597,451,242,789,280,633,321,407,719,1101,298,530,514,1707,275,583,886,655,582,601,865,781,808,666,542,423,719,604,407,194,569,324,708,355,254,417,355,299,514,294,429,509,554,364,231,422,157,360,647,183,277,1032,1617,913,709,1300,1275,4,482,450,191,12,2
20210204_MNSC502_SS8614_S2_R1_001_F1,0,146368,844,600,452,445,902,2037,1695,2853,1645,2903,1534,1151,1449,1983,1453,774,2664,1248,2065,1113,1200,2175,3388,1164,1460,1506,4372,763,1883,3306,1863,1772,1826,2560,2878,1978,2656,1840,1626,2338,1779,1468,669,1589,1194,1843,1217,853,1212,1217,1066,1624,993,1692,1742,1631,1278,829,1256,706,974,2016,596,936,1808,2489,1508,1369,1999,2506,0,1253,1170,510,0,0
20210204_MNSC502_SS8614_S2_R1_001_F2,254,152962,883,616,485,487,923,2111,1814,2863,1847,2948,1653,1184,1554,2252,1673,811,2831,1231,2175,1133,1422,2318,3660,1276,1739,1628,4955,863,1862,3346,2068,1922,1833,2811,3074,2276,2904,1995,1712,2283,1815,1596,684,1620,1299,1992,1344,925,1367,1346,1153,1679,1049,1667,1942,1779,1374,863,1361,715,1054,1976,674,1022,2096,2837,1620,1314,2223,2716,0,1386,1369,633,0,0
20210204_MNSC502_SS8614_S2_R1_001_F3,0,79571,163,125,100,105,171,464,348,645,354,661,378,261,355,456,341,157,554,298,439,224,286,552,853,268,398,338,1025,171,478,800,447,383,435,651,574,412,657,425,308,545,468,324,185,342,253,426,273,216,240,343,187,327,248,452,402,362,319,195,322,195,251,424,124,204,393,621,327,306,408,590,0,239,281,124,0,0
20210204_MNSC502_SS8614_S2_R1_001_F4,0,102457,321,239,198,165,378,889,734,1241,705,1206,623,506,697,954,557,323,1218,483,956,461,519,975,1568,524,680,649,1817,424,801,1509,899,841,771,1178,1222,896,1238,782,677,986,771,688,301,730,494,832,498,362,455,624,438,628,451,762,755,672,592,367,529,259,384,886,299,378,852,1103,680,585,780,1116,0,522,552,193,0,0
20210204_MNSC502_SS8614_S2_R1_001_F5,0,131333,1596,1240,749,701,1370,1783,1609,2320,1660,2532,1403,1099,1460,2028,1739,830,2545,1294,1976,1338,1204,2512,3416,1151,1389,1424,4372,791,1478,3013,1536,1604,1386,2362,2858,2208,2303,1866,1400,2491,2453,1347,643,1854,1089,2010,943,909,1250,1612,968,1538,1037,1342,2170,1577,1309,770,1485,566,1228,2345,587,820,2029,2467,1139,1348,2086,2537,0,1018,952,402,0,0
20210204_MNSC502_SS8614_S2_R1_001_F6,0,91788,2002,1607,923,895,1955,2001,951,1424,919,1501,733,605,841,1277,989,520,1479,763,1093,588,701,1154,1781,566,819,779,2674,437,857,1559,983,916,893,1318,1588,1382,1238,985,804,1513,1276,768,365,1102,705,1309,640,456,753,918,617,968,532,812,1156,1075,863,473,866,333,698,1321,392,530,1125,1463,765,783,1284,1494,0,2262,2028,899,0,0
20210204_MNSC502_SS8614_S2_R1_001_F7,0,136334,2408,2076,767,1214,2605,2227,1373,2238,1170,2047,980,892,964,1498,1164,657,2113,1029,1585,797,1023,1696,2441,766,1320,1238,4266,777,1480,2332,1627,1455,1551,2221,2210,1902,1710,1379,1110,2033,1613,1345,471,1540,893,1810,1020,727,994,1057,924,1271,836,1213,1511,1529,1161,661,1211,453,938,1702,512,748,1777,2270,1002,1152,1978,2374,0,4049,4272,1770,0,0
20210204_MNSC502_SS8614_S2_R1_001_F8,0,130545,2395,1781,981,1308,2936,3597,1172,1983,1001,1682,814,785,1036,1712,1324,587,2058,956,1467,706,926,1592,2263,695,1126,1122,3673,639,1261,2107,1377,1193,1265,1884,1824,1706,1422,1242,993,1781,1399,1090,494,1514,795,1609,824,535,1044,916,800,1164,724,992,1277,1388,874,556,1042,370,799,1362,396,671,1581,1989,1132,937,1734,2097,0,3453,3546,1458,0,0
20210204_MNSC502_SS8614_S2_R1_001_unknown,3,4821,466,343,220,231,499,653,449,677,433,695,369,262,377,565,421,239,664,316,535,302,322,605,901,275,435,424,1292,226,482,798,485,490,450,654,714,625,658,495,374,671,527,376,163,470,314,557,290,230,300,372,254,485,257,409,478,452,359,195,384,176,307,587,152,215,483,657,369,273,544,679,4,573,586,240,31,5
20210204_MNSC503_SS8614_S3_R1_001_F1,0,401152,8869,7775,5800,5161,10340,11908,4210,6818,4029,7103,4001,2811,858,1390,826,509,1442,834,5371,2979,3184,5341,9012,3067,3548,3776,11169,1884,4388,7669,4817,4071,4102,6019,7424,4999,6714,4720,4112,6244,5911,3602,1725,4525,3384,4928,3159,2307,3332,3917,2726,4475,2757,4434,4827,3998,3805,2319,3656,1717,2737,5860,1751,2273,306,480,434,273,430,2393,0,13062,12309,6003,0,0
20210204_MNSC503_SS8614_S3_R1_001_F2,956,464304,5342,3298,2554,2190,3962,6854,5438,8116,5575,9164,5219,3672,6219,9225,7266,3466,11238,5031,6920,3737,4072,7716,11182,3891,4588,4650,15302,2298,5279,9627,5821,5583,5169,7875,9486,7218,8844,6575,5349,8363,6633,4799,2134,5358,3954,6558,3561,2943,4476,5156,3284,5631,3179,5017,6568,5679,4236,2787,5009,2231,3637,6998,2173,2920,8350,10857,6167,5588,9742,10107,0,2824,2859,1363,0,0
20210204_MNSC503_SS8614_S3_R1_001_F3,0,475188,6329,5170,3991,3767,7123,8219,4520,6889,4326,7428,4250,3175,7317,11002,8125,3648,11822,6150,5345,3144,3446,5935,8988,3335,3788,3742,12179,2033,4312,8384,4731,4509,4375,6695,7624,5467,7018,5105,4181,6477,5111,3833,1858,4740,3181,5248,3044,2327,3451,3828,2606,4528,2763,3927,5131,4651,3728,2289,4002,1743,2889,5426,1645,2472,9405,12317,7072,6222,10958,10571,0,10988,10077,4642,0,0
20210204_MNSC503_SS8614_S3_R1_001_F4,0,421477,6675,5917,4392,3914,7418,8873,4142,5942,4107,6773,3759,2710,6238,9623,6910,3432,10327,5250,4918,2542,2908,5669,7948,2949,3448,3227,10939,1905,3798,7519,4196,3994,3674,5899,7171,5148,6142,4632,3760,5942,4783,3326,1517,4345,2847,4610,2569,2048,2912,3469,2569,3988,2297,3638,4937,4052,3155,1935,3509,1601,2509,5094,1564,2068,7642,9812,5936,5459,8988,9334,0,9413,8587,3920,0,0
20210204_MNSC503_SS8614_S3_R1_001_F5,0,346148,8604,7536,5378,4672,9292,11091,3699,5629,3715,6120,3528,2501,908,907,734,410,1076,837,4600,2511,2596,5034,7245,2712,3333,3232,10335,1854,3484,6368,3883,3758,3298,5425,6825,4790,5664,4163,3652,5600,4872,3245,1519,4489,2733,4425,2474,2181,2922,3540,2115,3822,2266,3644,4654,3500,3562,1970,3442,1312,2685,5202,1488,1923,276,310,237,291,351,1865,0,12428,11130,5120,0,0
20210204_MNSC503_SS8614_S3_R1_001_F6,0,496249,5624,3488,2776,2074,4049,6719,5614,8498,6086,9386,5670,4080,7193,10524,8648,4134,12932,5957,6796,4155,4180,8360,11777,4397,4939,4766,15651,2703,5200,10022,5839,5619,5034,8452,10265,8020,9190,6713,5401,9118,7083,4921,2161,7421,4153,6996,3665,3181,4468,5388,3248,6035,3421,4953,7268,5885,4955,2860,5103,2119,3792,7579,2071,3173,10017,12514,6746,6619,11441,11373,0,2526,2318,1086,0,0
20210204_MNSC503_SS8614_S3_R1_001_F7,0,471528,6517,5222,3664,3654,7151,7628,4265,7026,4322,7148,3837,2978,7615,11258,7510,3752,12003,5843,5068,2991,2975,5595,8364,3227,3580,3487,10718,2067,3918,8262,4762,4337,4293,6296,7287,5042,6673,4631,3933,6047,5248,3652,1667,5098,3022,4497,2996,2394,2964,3813,2558,3791,2465,4181,4660,4282,3367,2178,3430,1595,2532,5146,1782,2167,8656,11233,4990,5984,9734,9572,0,12913,11770,5104,0,0
20210204_MNSC503_SS8614_S3_R1_001_F8,0,528415,8154,7604,5383,4894,9161,10584,4677,7703,4719,7494,4456,3170,7830,11321,8294,4005,13197,6095,5902,3454,3573,6781,9945,3655,4220,4041,13127,2051,4761,8837,5343,4627,4562,6859,8701,6484,7517,5419,4797,6908,5827,3987,2000,6198,3582,5592,3327,2525,3437,4121,3001,4790,2843,4283,5730,4804,3785,2349,4308,1981,2980,6280,2009,2694,9603,12173,7332,5994,10514,11155,0,12076,10789,5016,0,0
20210204_MNSC503_SS8614_S3_R1_001_unknown,13,16680,2536,2039,1545,1362,2626,3006,1564,2437,1571,2441,1597,1070,1928,2902,2102,1123,3199,1490,1993,1099,1154,2184,3408,1230,1355,1341,4342,728,1475,2824,1729,1512,1481,2182,2800,2194,2501,1837,1489,2476,1980,1272,596,1886,1139,1869,1098,907,1147,1413,882,1635,980,1520,1989,1608,1290,797,1376,612,1142,2185,628,775,2170,2736,1477,1460,2347,2516,29,3048,2761,1286,160,32
20210204_MNSC504_SS8614_S4_R1_001_F1,0,116490,2263,1863,1573,1243,2505,2736,1324,1794,1272,2162,1231,839,682,923,861,336,1001,527,1574,927,1020,1805,2599,972,1170,1114,3449,635,1294,2366,1398,1351,1132,1821,2168,1725,2051,1605,1331,1957,1837,1142,542,1465,1064,1515,836,698,989,1346,814,1496,841,1306,1668,1235,1197,639,1383,508,874,1849,533,668,610,783,423,559,687,1379,0,2649,2514,1237,0,0
20210204_MNSC504_SS8614_S4_R1_001_F2,325,155891,1905,1299,1140,913,1457,2497,1977,2961,1964,3238,1853,1220,1795,2598,1944,824,2859,1453,2326,1412,1578,2633,4005,1420,1680,1697,5314,945,1726,3465,2115,1929,1798,2782,3433,2616,3046,2441,1885,3024,2450,1699,750,2009,1481,2339,1276,1074,1643,1877,1207,2044,1207,1800,2389,1916,1607,981,1844,751,1303,2558,741,1107,2202,2793,1587,1420,2349,2814,0,790,849,373,0,0
20210204_MNSC504_SS8614_S4_R1_001_F3,0,121349,1474,1139,904,936,1683,2177,1392,1930,1344,2119,1172,841,1318,1926,1423,653,2124,1058,1584,820,1000,1828,2654,911,1156,1082,3614,624,1233,2321,1436,1327,1200,1968,2376,1581,2057,1534,1289,1781,1442,1156,479,1419,946,1536,805,687,1135,1136,813,1353,794,1168,1602,1429,1050,614,1156,517,860,1515,462,658,1710,2197,1222,1095,1881,2203,0,3008,2702,1227,0,0
20210204_MNSC504_SS8614_S4_R1_001_F4,0,128292,2119,1764,1178,1297,2439,2350,1258,1884,1172,2039,1179,846,1251,2052,1622,704,2209,1157,1422,847,892,1777,2572,828,1040,1131,3439,577,1160,2164,1355,1369,1186,1910,2192,1688,1900,1503,1254,1850,1390,1112,471,1416,942,1492,861,705,1068,1073,759,1299,676,1105,1391,1232,1015,590,1159,525,854,1491,487,711,1491,2142,1204,1069,1791,2184,0,4299,3665,1702,0,0
20210204_MNSC504_SS8614_S4_R1_001_F5,0,132879,2679,2356,1768,1470,2824,3504,1545,2256,1568,2427,1398,1064,667,986,769,345,1035,621,1877,1017,1153,2209,3147,1007,1332,1257,3849,696,1312,2847,1625,1532,1396,2322,2490,1825,2370,1697,1417,2216,2099,1237,525,1657,1104,1838,1006,851,1192,1439,960,1347,926,1394,1860,1423,1284,836,1305,641,1076,2194,669,769,613,670,400,446,707,1669,0,3368,3081,1423,0,0
20210204_MNSC504_SS8614_S4_R1_001_F6,0,178945,2213,1428,1199,836,1573,2951,2335,3294,2335,3712,2150,1637,2058,2675,2216,1092,3561,1614,2671,1483,1693,3220,4490,1626,1908,1871,6181,1032,2043,4046,2288,2251,2155,3273,4329,2938,3552,2690,2180,3616,2780,1969,863,2903,1624,2616,1434,1247,1706,2039,1353,2249,1361,2023,2841,2266,1850,1168,2046,854,1572,3022,886,1223,2692,3262,1761,1708,2807,3478,0,845,749,340,0,0
20210204_MNSC504_SS8614_S4_R1_001_F7,0,155240,2018,1651,1221,1196,2209,2867,1635,2319,1673,2672,1476,1171,1647,2506,1796,889,2853,1348,1806,1090,1244,2292,3085,1180,1369,1429,4509,789,1655,2829,1643,1592,1521,2438,3051,2000,2496,1897,1666,2531,1986,1428,685,2056,1174,1918,1195,893,1196,1466,969,1589,910,1421,1959,1635,1278,745,1372,682,1083,2015,627,807,2197,2481,1238,1427,2335,2758,0,4146,3860,1763,0,0
20210204_MNSC504_SS8614_S4_R1_001_F8,0,127269,2102,1641,1228,1192,2261,2244,1172,1649,1096,1802,1077,756,1250,6243,1436,695,2072,1018,1349,721,868,1523,2298,894,1008,915,3061,541,1111,2021,1275,1056,1173,1552,2024,1466,1884,1337,1112,1616,1295,953,439,1596,877,1248,763,634,905,940,704,1156,742,1040,1385,1139,955,484,1022,442,771,1418,426,613,1429,1972,1154,1073,1711,2025,0,4016,3784,1592,0,0
20210204_MNSC504_SS8614_S4_R1_001_unknown,1,4921,759,595,440,370,712,854,532,742,559,814,512,367,477,814,527,255,744,359,611,350,388,760,1084,359,471,462,1494,251,518,910,569,509,502,703,931,751,814,615,490,820,621,455,190,631,345,625,371,310,441,426,303,552,285,511,655,562,444,243,511,236,391,678,203,267,505,632,373,287,570,706,7,827,806,334,40,7
20210204_MNSC505_SS8614_S5_R1_001_F1,0,126784,1024,803,725,606,1131,1958,1136,1789,1324,2005,1229,842,3058,4188,3477,1534,5260,2178,1560,888,838,1652,2323,924,1080,1001,3427,525,1216,2434,1282,1132,1071,1853,2115,1608,1925,1366,1253,2028,1682,1032,418,1237,879,1495,840,659,1035,1267,679,1278,807,1164,1580,1327,1046,584,1093,544,892,1768,508,609,1334,1534,843,923,1354,1697,0,3010,2939,1213,0,0
20210204_MNSC505_SS8614_S5_R1_001_F2,270,120277,2187,1958,1228,1267,2276,3390,1331,2039,1387,2260,1317,912,1047,1400,1300,615,1828,840,1704,937,935,1874,2867,1097,1245,1220,3813,675,1313,2477,1441,1366,1211,1750,2599,1884,2134,1636,1396,2358,2295,1184,506,1283,1088,1815,950,811,1089,1376,801,1517,805,1326,1686,1447,1265,780,1316,521,1046,2032,585,678,1671,2109,1222,1200,1771,2197,0,1000,958,396,0,0
20210204_MNSC505_SS8614_S5_R1_001_F3,0,109953,669,432,382,395,623,1379,1108,1681,1073,1909,1120,818,2485,3455,2919,1389,4458,2032,1231,694,791,1472,2236,692,912,1057,3035,520,1039,1817,1176,1072,1020,1728,1963,1476,1753,1313,1124,1636,1247,992,405,1139,813,1233,791,564,830,796,728,1137,624,934,1265,1196,879,486,914,439,720,1294,415,546,1299,1823,1042,874,1590,1898,0,2509,2386,1096,0,0
20210204_MNSC505_SS8614_S5_R1_001_F4,0,102262,544,344,246,346,472,1152,943,1448,918,1587,967,547,2689,3877,3244,1586,4992,2237,1157,640,689,1247,1957,649,861,755,2651,434,879,1560,972,963,845,1417,1835,1190,1537,1116,880,1339,1032,805,320,996,639,1071,670,442,760,645,578,948,591,778,1179,1013,741,476,828,366,617,1199,414,457,1189,1509,873,745,1316,1493,0,2904,2783,1218,0,0
20210204_MNSC505_SS8614_S5_R1_001_F5,0,115254,977,709,672,537,889,1711,1054,1654,1230,1920,1127,791,2655,3554,2969,1359,4322,2278,1337,860,842,1581,2207,862,1000,943,3107,611,1092,2062,1116,1088,986,1683,2125,1424,1754,1432,1093,1822,1561,990,428,1265,778,1449,771,587,859,1098,610,1060,650,1160,1384,1134,1061,598,1040,449,819,1600,503,561,1265,1504,711,776,1399,1498,0,2692,2393,1009,0,0
20210204_MNSC505_SS8614_S5_R1_001_F6,0,134028,2399,2015,1463,1292,2576,3730,1364,2311,1560,2533,1568,991,1130,1366,1369,647,1953,943,1854,1068,1105,2313,3042,1174,1358,1237,4043,744,1371,2847,1861,1529,1356,2193,2795,2121,2404,1762,1462,2675,2515,1325,626,1930,1201,2014,1093,945,1197,1620,973,1586,1038,1463,2104,1727,1589,845,1478,570,1235,2507,697,812,1827,2267,1271,1216,2078,2363,0,1057,879,425,0,0
20210204_MNSC505_SS8614_S5_R1_001_F7,0,114957,585,479,385,386,613,1395,1051,1738,1104,1751,1175,700,2816,3889,3247,1574,5047,2186,1295,793,782,1579,2096,829,1051,954,3243,571,1022,1909,1228,1095,1010,1744,2064,1484,1878,1358,1077,1788,1171,953,399,1336,755,1243,775,595,791,770,588,1108,683,893,1289,1192,801,485,958,461,708,1345,475,520,1373,1716,718,882,1396,1931,0,3027,2774,1263,0,0
20210204_MNSC505_SS8614_S5_R1_001_F8,0,133869,628,480,377,386,610,1569,1175,1884,1174,1974,1237,782,3650,5155,4353,2062,6831,2859,1373,823,781,1687,2284,795,1110,1036,3360,549,1088,2035,1308,1162,1106,1843,2311,1592,1886,1390,1146,1701,1155,1129,484,1572,838,1372,808,603,918,902,683,1343,630,1035,1400,1272,891,607,959,490,781,1520,456,741,1507,1810,1127,917,1661,1863,0,4085,3628,1648,0,0
20210204_MNSC505_SS8614_S5_R1_001_unknown,3,4279,399,310,230,204,412,728,387,643,413,693,439,274,901,1168,992,477,1514,663,492,275,292,597,833,297,374,363,1131,203,391,735,500,367,405,606,754,570,661,491,421,644,507,380,163,489,328,519,272,244,328,369,237,486,263,412,526,471,369,196,372,153,296,553,183,225,479,539,314,289,520,601,15,746,723,333,54,4
20210204_MNSC506_SS8614_S6_R1_001_F1,0,141779,1367,979,566,616,1564,1640,808,1173,789,1322,836,563,278,270,247,135,475,213,977,521,600,914,1586,558,715,594,2065,341,724,1441,833,816,721,1057,1526,1066,1219,843,713,1180,1025,655,330,866,577,1044,618,452,616,671,434,765,517,759,991,867,730,444,756,309,587,1359,294,375,297,357,198,154,277,464,0,1221,1211,488,0,0
20210204_MNSC506_SS8614_S6_R1_001_F2,347,154918,2272,2013,776,1104,2427,1988,1493,2688,1354,2224,1259,947,1136,1646,1464,712,2385,1020,1751,960,1254,2043,3016,913,1552,1545,4780,875,1591,2525,1817,1821,1587,2444,2413,2252,1952,1651,1241,2344,1783,1460,564,1381,1057,2021,1131,705,1328,1081,1005,1630,873,1369,1670,1785,1180,721,1344,502,1017,2028,512,902,3961,5688,2979,2411,4854,4457,0,1390,1366,574,0,0
20210204_MNSC506_SS8614_S6_R1_001_F3,0,127546,1551,1211,561,866,1790,2097,1109,1761,1084,1884,1050,811,1175,1591,1156,629,2314,1036,1228,796,898,1387,2122,657,989,950,3277,508,1098,2063,1231,1183,1055,1699,2125,1522,1795,1355,1063,1528,1405,988,439,1195,803,1266,736,597,890,991,659,1136,629,1047,1422,1237,965,615,1023,403,802,1802,465,638,2010,2533,1452,1218,2167,2363,0,1941,1721,666,0,0
20210204_MNSC506_SS8614_S6_R1_001_F4,0,90795,1108,923,386,593,1306,1527,839,1317,727,1390,730,554,915,1211,895,488,1706,777,951,561,572,937,1592,531,697,694,2175,438,692,1481,935,801,770,1208,1576,1160,1342,892,738,1142,991,728,351,809,587,901,551,418,666,601,589,780,431,713,1122,869,720,425,703,341,589,1378,300,382,1364,1860,1082,944,1550,1806,0,1319,1236,547,0,0
20210204_MNSC506_SS8614_S6_R1_001_F5,0,137045,1459,1217,539,775,1652,1825,861,1337,838,1360,807,637,284,343,278,127,526,237,816,547,613,1057,1614,580,751,651,2270,430,746,1584,886,844,758,1156,1596,1122,1381,979,802,1241,1001,712,309,971,656,1011,564,442,638,782,495,860,469,726,1086,975,779,449,729,336,636,1312,358,486,277,444,189,212,365,449,0,1376,1268,527,0,0
20210204_MNSC506_SS8614_S6_R1_001_F6,2,240376,732,575,264,330,723,994,601,1079,723,1192,674,443,561,698,577,291,1130,477,747,493,527,947,1288,515,633,584,1990,368,641,1247,744,763,674,1027,1383,1083,1152,785,651,1012,838,580,238,868,407,811,401,360,539,570,350,668,374,528,918,744,567,369,696,274,550,1119,253,401,910,1235,627,564,1122,1158,0,531,499,160,0,0
20210204_MNSC506_SS8614_S6_R1_001_F7,0,141852,1783,1376,661,967,2063,2448,1271,1842,1159,1985,1197,787,1295,1727,1289,670,2500,1078,1228,892,958,1624,2394,890,1141,1063,3615,562,1070,2155,1379,1260,1078,1840,2484,1811,2148,1322,1179,1840,1542,1108,516,1504,903,1304,865,773,957,1028,683,1221,791,1082,1621,1430,1077,617,1167,508,898,2009,493,714,2182,2796,1187,1350,2462,2695,0,2163,1973,881,0,0
20210204_MNSC506_SS8614_S6_R1_001_F8,0,116746,1533,1129,536,813,1761,1935,982,1558,1035,1793,1035,710,1190,1569,1171,645,2108,1025,1097,710,742,1355,1959,715,1002,781,3057,428,1035,1960,1117,1080,952,1468,1988,1433,1670,1254,951,1538,1308,978,435,1469,760,1234,607,589,766,840,620,1072,611,926,1299,1178,816,569,902,462,802,1796,325,562,1854,2263,1454,1184,2025,2346,0,1953,1746,791,0,0
20210204_MNSC506_SS8614_S6_R1_001_unknown,3,4900,556,432,165,268,594,601,342,485,367,533,326,229,308,404,310,160,535,206,406,212,250,416,672,214,335,331,991,180,319,591,352,365,331,482,679,521,520,434,318,533,409,326,158,382,231,401,255,192,279,273,181,342,196,300,467,427,287,213,290,140,272,590,141,173,472,621,377,327,572,626,2,478,388,197,15,3
20210204_MNSC507_SS8614_S7_R1_001_F1,0,274900,1793,1154,569,851,1356,2762,3144,4863,3156,5473,3084,2075,3700,4594,3472,1840,7082,2790,3810,2323,2299,4129,6340,2260,3134,3084,9082,1698,3331,6198,3627,3333,3328,4741,6263,4588,5582,3555,3180,5193,4057,3092,1443,3485,2435,3912,2302,1727,2605,2597,1874,3151,1977,2844,4263,3550,2940,1799,3211,1274,2482,5033,1405,1825,904,911,583,572,889,1326,0,4414,4344,1836,0,0
20210204_MNSC507_SS8614_S7_R1_001_F2,441,387317,4724,3534,1942,2437,4747,6329,4062,6242,4023,6968,3995,2746,2578,3080,2128,1319,4320,1769,4796,2879,3001,5065,8201,2923,3636,3578,11293,1885,4030,7578,4554,4138,3714,5808,7718,5618,6718,4813,4047,6168,5444,3373,1711,3833,3053,4989,2523,2309,3294,3509,2424,4059,2418,3605,5229,4319,3495,2125,3870,1507,2872,6659,1643,2133,5964,7063,3862,4080,6805,7585,0,2307,2339,1041,0,0
20210204_MNSC507_SS8614_S7_R1_001_F3,0,263424,3061,2182,1136,1567,3241,4588,2536,4203,2693,4589,2493,1745,2861,3704,2824,1413,5256,2362,3162,1741,2019,3559,5227,1915,2432,2334,7414,1320,2606,4851,3094,2843,2452,4126,5191,3555,4076,3039,2547,3844,3195,2216,1167,2803,1874,3056,1678,1420,2087,2180,1574,2577,1574,2405,3370,2792,2208,1482,2429,1027,1861,4233,1126,1395,5403,6864,4152,3454,6129,6942,0,3103,2935,1420,0,0
20210204_MNSC507_SS8614_S7_R1_001_F4,0,238601,3255,2439,977,1661,3476,4442,2251,3481,2506,4262,2573,1608,2715,3436,2551,1391,4979,2273,2652,1567,1808,3269,4542,1748,2119,2228,6675,1239,2563,4747,2674,2582,2299,3734,4635,3521,3957,2834,2277,3473,3023,2264,1069,2671,1832,2912,1489,1324,1962,1951,1497,2355,1221,2185,3020,2613,1969,1286,2294,1017,1882,3536,892,1272,5072,6106,3606,3470,5757,6768,0,3175,3000,1371,0,0
